record_id,run,pair_name,experiment_id,generation,note_index,target_name,verdict,score,rationale,primary_target,secondary_targets,novelty_assessment,has_material_concern,confidence,evidence,coder_a_primary,coder_b_primary,coder_a_novelty,coder_b_novelty,adjudicated
2ce6e13e13be6d5fded5,B1,accrual_distress,2026-08-03T05-56-18_baseline_accrual_distress,2,2,WriteDownAccrualsInLeveredFirms,accept,4,"This is the most informative proposal in the set — it decomposes the archive's ABS-accrual alpha into its liquidation tail and constitutes a genuine sign-reversal test of Sloan inside the levered segment — though its validity hinges entirely on INDICATOR(x,0) firing on x>0 as assumed, and the resulting sample is a conditional subset (negative-accrual, high-leverage firms) whose effective breadth should be checked before interpreting the alpha.",functional_form,data_feasibility,substantive_new_condition_or_combination,True,4,"validity hinges entirely on INDICATOR(x,0) firing on x>0 as assumed",data_feasibility,functional_form,substantive_new_condition_or_combination,substantive_new_condition_or_combination,True
f73cb44dc1a27f12dd14,B1,accrual_distress,2026-08-03T05-56-18_baseline_accrual_distress,2,3,AccrualsWithCollapsingSales,flag,3,"The economic story (accruals building against a falling revenue base) is coherent and the expression matches it, but the stated attribution rationale is factually wrong — low sales growth is a long-documented standalone value/growth anomaly (Lakonishok-Shleifer-Vishny) and NEG(GROWTH(sale)) inside SUMRANK will import that main effect, so a positive result will be hard to separate from a known premium.",identification_attribution,,not_discussed,True,5,a positive result will be hard to separate from a known premium,identification_attribution,identification_attribution,not_discussed,not_discussed,False
ac60a5abe23f52d819ec,B1,accrual_distress,2026-08-03T05-56-18_baseline_accrual_distress,2,4,ReceivableGrowthQualityUnderLeverage,flag,3,"Receivable-component accruals conditioned on fragility is a reasonable parallel to the archive's inventory version, but it changes two things at once (component *and* deflator from at to sale), which breaks the very component-versus-generic attribution the proposal claims to deliver, and the underlying Δreceivables effect is itself a documented accrual-component result (Thomas–Zhang).",identification_attribution,novelty_redundancy,published_rediscovery,True,5,it changes two things at once (component and deflator from at to sale),identification_attribution,identification_attribution,published_rediscovery,limited_incremental_extension,True
2e54c6a39adc710af6d5,B1,accrual_distress,2026-08-03T05-56-18_baseline_accrual_distress,2,5,AccrualsAtOwnCashCoverageTrough,accept,4,"Substantively distinct conditioning dimension — a within-firm liquidity trough rather than a solvency peak — that is internally consistent, avoids the cross-sectional leverage main effect, and is paired with a controlled comparison that would genuinely identify which fragility state carries the interaction.",none,,substantive_new_condition_or_combination,False,5,would genuinely identify which fragility state carries the interaction,none,none,substantive_new_condition_or_combination,substantive_new_condition_or_combination,False
cd7876677b120ad2c720,B1,accrual_distress,2026-08-03T05-56-18_baseline_accrual_distress,3,0,CashFlowAccrualsInFirmWorstRevenueYear,flag,2,"This is a pure accrual-proxy swap on an already-evaluated signal (AccrualsInFirmWorstRevenueYear, fmb −3.63 / ls_talpha −2.48) with the identical conditioner and identical mechanism, i.e. a cosmetic variant rather than a substantively different hypothesis, and the two accrual measures are highly collinear so it is unlikely to teach anything new.",novelty_redundancy,,archive_duplicate_or_cosmetic_variant,True,5,a cosmetic variant rather than a substantively different hypothesis,novelty_redundancy,novelty_redundancy,archive_duplicate_or_cosmetic_variant,archive_duplicate_or_cosmetic_variant,False
20ef3fba91bab96906d7,B1,accrual_distress,2026-08-03T05-56-18_baseline_accrual_distress,3,1,HardCurrentAssetBuildInRevenueCollapse,accept,3,"The recch+invch aggregation paired with the within-firm revenue trough is a new and internally consistent cell (sign convention of the cash-flow-statement components is handled correctly by the NEG), and the stated attribution motive — isolating whether the earlier FMB weakness came from the conditioner or the component leg — is legitimate, though it remains an incremental recombination within a well-worked family and coverage near 0.07 is a real fragility.",data_feasibility,novelty_redundancy,limited_incremental_extension,True,5,coverage near 0.07 is a real fragility,data_feasibility,data_feasibility,limited_incremental_extension,limited_incremental_extension,False
9e0439d47c5d97bb6295,B1,accrual_distress,2026-08-03T05-56-18_baseline_accrual_distress,3,2,CashFlowAccrualsAtOwnCashToDebtTrough,accept,3,"The within-firm cash-to-total-liabilities trough is a genuinely distinct conditioning state from the archive's cross-sectional che/lct and TS_RANK leverage, the expression's direction matches the negative expected sign, and holding the accrual leg fixed makes it a clean controlled comparison — but replacing lct with lt is a modest change and the mechanism is close to the already-tested liquidity fragility idea.",novelty_redundancy,,limited_incremental_extension,True,4,replacing lct with lt is a modest change,novelty_redundancy,novelty_redundancy,limited_incremental_extension,limited_incremental_extension,False
465c0db9f3b1de3dffba,B1,accrual_distress,2026-08-03T05-56-18_baseline_accrual_distress,3,3,AccrualsUnderJointWithinFirmStress,flag,2,"This simply multiplies two already-evaluated conditioners together without a new economic mechanism, and because SUMRANK compresses the two TS_RANKs toward the middle the likely outcome is a diluted version of the stronger single-conditioner signal rather than the additive sharpening claimed — the ""stacking distress dimensions"" framing is a hypothesis about statistics, not about firms.",functional_form,novelty_redundancy,archive_duplicate_or_cosmetic_variant,True,5,SUMRANK compresses the two TS_RANKs toward the middle,functional_form,functional_form,archive_duplicate_or_cosmetic_variant,archive_duplicate_or_cosmetic_variant,False
ea223ee8794bf7179032,B1,accrual_distress,2026-08-03T05-56-18_baseline_accrual_distress,3,4,DebtFundedAccrualBuildup,accept,4,"The funding-source-of-the-accrual mechanism is a genuinely new dimension relative to the archive's distress stocks and operating decline, the within-firm ranking is a defensible way to strip the known net-debt-issuance and asset-growth premia, and the expression direction matches the negative expected sign; the main caveat is mechanical correlation between DELTA(lt) and the accrual leg itself, which should be diagnosed if the signal works.",identification_attribution,,substantive_new_condition_or_combination,True,4,mechanical correlation between DELTA(lt) and the accrual leg itself,identification_attribution,identification_attribution,substantive_new_condition_or_combination,substantive_new_condition_or_combination,False
baab414c1e17394a6ae8,B1,accrual_distress,2026-08-03T05-56-18_baseline_accrual_distress,3,5,PositiveAccrualTailInFragileFirms,accept,3,"The one-sided restriction is well motivated by the archive's fmb +3.55 on the negative tail and gives real attribution value as the exact complement of an evaluated signal, but zeroing roughly half the cross-section leaves a large mass at zero that will make the long leg's composition arbitrary and can inflate or destroy ls_talpha for reasons unrelated to the hypothesis.",functional_form,,limited_incremental_extension,True,5,large mass at zero that will make the long leg's composition arbitrary,functional_form,functional_form,limited_incremental_extension,substantive_new_condition_or_combination,True
1c4e6b1bcd8dcb480045,B1,accrual_distress,2026-08-03T05-56-18_baseline_accrual_distress,4,0,RankCenteredAccrualsInRevenueTrough,flag,2,"ZSCORE(RANK(·)) is a strictly monotone rescaling of the accrual leg, so this adds no new information relative to the already-evaluated AccrualsInFirmWorstRevenueYear, and the stated motivation (""weak Fama-MacBeth slopes"") contradicts that parent's fmb_tstat of −3.63, which was already the family's strongest cross-sectional evidence.",novelty_redundancy,archive_feedback,archive_duplicate_or_cosmetic_variant,True,5,"strictly monotone rescaling of the accrual leg, so this adds no new information",novelty_redundancy,archive_feedback,archive_duplicate_or_cosmetic_variant,archive_duplicate_or_cosmetic_variant,True
cecefb7ae5afcdd4748b,B1,accrual_distress,2026-08-03T05-56-18_baseline_accrual_distress,4,1,RankCenteredReceivableAccrualsFragility,flag,3,"The diagnosis of skew-driven FMB failure in ReceivableAccrualsInFragileFirms is honest and well-argued, but the fix is a monotone rank rescaling of the same measure with the same conditioner, i.e. a scale-level cosmetic variant rather than a substantively different hypothesis, and it will chiefly test regression mechanics rather than economics.",novelty_redundancy,,archive_duplicate_or_cosmetic_variant,True,5,a scale-level cosmetic variant rather than a substantively different hypothesis,novelty_redundancy,novelty_redundancy,archive_duplicate_or_cosmetic_variant,archive_duplicate_or_cosmetic_variant,False
6f7d671c370138c6060a,B1,accrual_distress,2026-08-03T05-56-18_baseline_accrual_distress,4,2,IndustryRelativeAccrualsAtLeveragePeak,accept,3,"Industry-demeaning is not a monotone transform of the raw accrual and so genuinely changes the signal's information content (removing structural working-capital-cycle heterogeneity), giving a defensible measurement improvement over AccrualsAtOwnLeverageHighWater — though it sits close to the well-known industry/abnormal-accrual literature and reuses an already-tested conditioner.",novelty_redundancy,,limited_incremental_extension,True,3,reuses an already-tested conditioner,novelty_redundancy,novelty_redundancy,limited_incremental_extension,limited_incremental_extension,False
9e0fa3ba1df2ab072671,B1,accrual_distress,2026-08-03T05-56-18_baseline_accrual_distress,4,3,AccrualsAmidExtraordinaryLosses,accept,4,"ni−ib introduces a realised-distress dimension absent from the archive, the sign logic is internally consistent (RANK is non-negative so the product preserves the accrual direction), and the main caveat is the large mass point at ni=ib that will make the conditioner near-constant for most firms and concentrate identification in the loss tail — worth testing, but check coverage and rank ties.",functional_form,data_feasibility,substantive_new_condition_or_combination,True,5,large mass point at ni=ib that will make the conditioner near-constant,functional_form,functional_form,substantive_new_condition_or_combination,substantive_new_condition_or_combination,False
e6ff47dd446b801518aa,B1,accrual_distress,2026-08-03T05-56-18_baseline_accrual_distress,4,4,RolloverFundedAccruals,accept,4,"Sharpening the debt-funded-accrual mechanism from total liability growth to the maturity of the incremental funding is an economically substantive refinement of the strongest new gen-3 dimension, it avoids mechanical overlap with the cash-flow accrual construction, and the within-firm TS_RANK conditioner keeps the debt-issuance and asset-growth premia out of the sort.",none,,substantive_new_condition_or_combination,False,5,an economically substantive refinement of the strongest new gen-3 dimension,none,none,substantive_new_condition_or_combination,substantive_new_condition_or_combination,False
67c05a2dc0a2a79e14b2,B1,accrual_distress,2026-08-03T05-56-18_baseline_accrual_distress,4,5,AccrualsInFreshlyStressedLeveredFirms,flag,2,"Multiplying two already-tested leverage conditioners (one of which produced essentially zero alpha) is a stacking variant that reweights rather than cleanly separates ""level"" from ""deterioration""; a proper test of that distinction requires orthogonalising the within-firm leverage state against the cross-sectional level or a double sort, not a product of two [0,1] ranks that also thins the extreme portfolios.",identification_attribution,functional_form,archive_duplicate_or_cosmetic_variant,True,5,"reweights rather than cleanly separates ""level"" from ""deterioration""",identification_attribution,identification_attribution,archive_duplicate_or_cosmetic_variant,archive_duplicate_or_cosmetic_variant,False
45ff34d8d2c246ac5725,B1,accrual_distress,2026-08-03T05-56-18_baseline_accrual_distress,5,0,AccrualsWhenCashFlowCannotServiceDebt,accept,4,"The flow-based debt-service conditioner (oancf/lt) is a genuinely new and smoothly distributed dimension for this family, the sign logic matches the expression, and using the balance-sheet accrual leg sensibly avoids sharing oancf across legs — though the reviewer should watch whether the result is just the well-known cash-flow-to-debt/profitability effect leaking through the rank multiplier.",identification_attribution,,substantive_new_condition_or_combination,True,4,cash-flow-to-debt/profitability effect leaking through the rank multiplier,identification_attribution,identification_attribution,substantive_new_condition_or_combination,substantive_new_condition_or_combination,False
f1392ef38fbca025e8d9,B1,accrual_distress,2026-08-03T05-56-18_baseline_accrual_distress,5,1,ReceivableAccrualsWhenLeverageJumps,flag,3,"Mechanically consistent and sign-coherent, but it is simply the in-sample best accrual leg crossed with the in-sample best conditioner from the archive, i.e. a recombination selected on prior results rather than a new economic claim, and the low-coverage recch leg raises overfitting risk.",archive_feedback,data_feasibility,archive_duplicate_or_cosmetic_variant,True,5,a recombination selected on prior results rather than a new economic claim,archive_feedback,novelty_redundancy,archive_duplicate_or_cosmetic_variant,archive_duplicate_or_cosmetic_variant,True
428bc1d4d2b80e175d15,B1,accrual_distress,2026-08-03T05-56-18_baseline_accrual_distress,5,2,NetDebtAboveOwnNormAccruals,flag,2,"Replacing lt with lt−che inside the archive's existing leverage-above-own-norm conditioner is a marginal rescaling of the parent signal (net debt and gross debt above own norm will be highly correlated), so the test is unlikely to be economically informative relative to its cost.",novelty_redundancy,,archive_duplicate_or_cosmetic_variant,True,5,a marginal rescaling of the parent signal,novelty_redundancy,novelty_redundancy,archive_duplicate_or_cosmetic_variant,archive_duplicate_or_cosmetic_variant,False
6b9194aa3cef26926a46,B1,accrual_distress,2026-08-03T05-56-18_baseline_accrual_distress,5,3,AccrualsUnderChronicRevenueContraction,accept,3,"Persistence-versus-trough is a defensible economic distinction and the expression matches the hypothesis, but the structure is a straight hybrid of two archive templates (loss-count SUMRANK and revenue-trough conditioning) and the 0–3 declining-year count is coarse, so expected incremental information is modest.",novelty_redundancy,,limited_incremental_extension,True,4,expected incremental information is modest,novelty_redundancy,novelty_redundancy,limited_incremental_extension,limited_incremental_extension,False
8607813195297f1b37da,B1,accrual_distress,2026-08-03T05-56-18_baseline_accrual_distress,5,4,AccrualsDuringAssetContraction,flag,3,"Working-capital accruals are a mechanical component of asset growth, so multiplying the accrual by NEG(GROWTH(at,1)) selects a thin, internally contradictory corner of the joint distribution and risks producing a partition of a single variable (and of the known asset-growth anomaly) rather than a true conditional effect.",identification_attribution,,not_discussed,True,5,risks producing a partition of a single variable,identification_attribution,identification_attribution,not_discussed,not_discussed,False
a3dc38dc8ea035ae248d,B1,accrual_distress,2026-08-03T05-56-18_baseline_accrual_distress,5,5,StaleAccrualsMeetFreshStress,flag,2,"Lagging the accrual leg of an existing archive signal while keeping the identical conditioner is a decay diagnostic, not a new mechanism, and with annual data plus reporting lag the accrual is roughly two years stale, where the accrual anomaly is known to be largely exhausted.",novelty_redundancy,,archive_duplicate_or_cosmetic_variant,True,5,"a decay diagnostic, not a new mechanism",novelty_redundancy,novelty_redundancy,archive_duplicate_or_cosmetic_variant,archive_duplicate_or_cosmetic_variant,False
1985b3203a8d13db138a,B1,accrual_distress,2026-08-03T05-56-18_baseline_accrual_distress,6,0,AccrualsWithDoublyExcessLeverage,flag,2,"Rank-averaging two already-evaluated conditioners that both measure excess leverage (peer-relative and self-relative) is a near-collinear blend rather than a substantively new mechanism, and the archive gives no reason to expect a smoothed average of two ~-4.7% alpha variants to be more than a cosmetic reshuffle.",novelty_redundancy,,archive_duplicate_or_cosmetic_variant,True,5,a near-collinear blend rather than a substantively new mechanism,novelty_redundancy,novelty_redundancy,archive_duplicate_or_cosmetic_variant,archive_duplicate_or_cosmetic_variant,False
1a7e53183e01f847935b,B1,accrual_distress,2026-08-03T05-56-18_baseline_accrual_distress,6,1,AccrualsWithCollapsingTaxExpense,accept,4,"Book-tax divergence is a genuinely untested channel in this archive with a coherent interaction logic and a sensible firm-relative construction, though the reviewer should check that the tax-intensity deviation is not simply reproducing the already-tested ""own-norm profitability decline"" conditioners and that overlap with the published tax-to-book anomaly is acknowledged.",identification_attribution,,substantive_new_condition_or_combination,True,4,"not simply reproducing the already-tested ""own-norm profitability decline"" conditioners",identification_attribution,identification_attribution,substantive_new_condition_or_combination,substantive_new_condition_or_combination,False
9d0a027be6481e373192,B1,accrual_distress,2026-08-03T05-56-18_baseline_accrual_distress,6,2,AccrualsWithLiquidityBelowIndustryNorm,accept,3,"A legitimate and cleanly specified test of whether peer benchmarking (rather than leverage per se) is what makes the conditioner work, but it remains a one-variable substitution into a proven template with modest expected incremental information.",novelty_redundancy,,limited_incremental_extension,True,4,a one-variable substitution into a proven template,novelty_redundancy,novelty_redundancy,limited_incremental_extension,limited_incremental_extension,False
425a99739e01a63ef878,B1,accrual_distress,2026-08-03T05-56-18_baseline_accrual_distress,6,3,ReceivableAccrualsWithExcessIndustryLeverage,accept,3,"Pairing the strongest accrual component with the strongest conditioner is a mechanically obvious 2x2 recombination of previously evaluated ingredients, so it is worth one run as an independence check but carries low novelty and real coverage risk (~0.075).",novelty_redundancy,data_feasibility,archive_duplicate_or_cosmetic_variant,True,5,a mechanically obvious 2x2 recombination of previously evaluated ingredients,novelty_redundancy,novelty_redundancy,archive_duplicate_or_cosmetic_variant,archive_duplicate_or_cosmetic_variant,False
16ea333c192b722725b3,B1,accrual_distress,2026-08-03T05-56-18_baseline_accrual_distress,6,4,AccrualsAsDebtMigratesToShortTerm,accept,3,"Involuntary maturity shortening is economically distinguishable from new short-term borrowing and the construction matches the hypothesis, but dltt/lt deviations are arithmetically close to the already-tested dlc-based rollover conditioner, so the marginal information may be small.",novelty_redundancy,,archive_duplicate_or_cosmetic_variant,True,4,arithmetically close to the already-tested dlc-based rollover conditioner,novelty_redundancy,novelty_redundancy,archive_duplicate_or_cosmetic_variant,archive_duplicate_or_cosmetic_variant,False
cacbea75c1a7686e1505,B1,accrual_distress,2026-08-03T05-56-18_baseline_accrual_distress,6,5,AccrualsWithWeakDebtServiceCapacityVsPeers,flag,2,"The claim that dropping oancf removes mechanical overlap is wrong — pi is essentially pre-tax ib and dp appears in both legs — so the signal largely reduces to accruals interacted with (negative) industry-adjusted profitability, a conditioner dimension the archive has already probed with weak results.",identification_attribution,archive_feedback,not_discussed,True,5,pi is essentially pre-tax ib and dp appears in both legs,identification_attribution,identification_attribution,not_discussed,not_discussed,False
cdf114af86eab7ac3819,B1,accrual_distress,2026-08-03T05-56-18_baseline_accrual_distress,7,0,AccrualsWithSalesGrowthBelowIndustry,accept,3,"The expression matches the hypothesis and the sign direction is correct, and since the revenue-decline conditioner produced the archive's strongest Fama-MacBeth slope the industry-demeaned version has a defensible diagnostic purpose — but it remains a third slice of an already-twice-tested conditioner dimension (own-norm, chronic-contraction, now peer-relative) and is close to a mechanical accruals×low-sales-growth double-anomaly stack.",novelty_redundancy,identification_attribution,limited_incremental_extension,True,4,a third slice of an already-twice-tested conditioner dimension,novelty_redundancy,archive_feedback,limited_incremental_extension,archive_duplicate_or_cosmetic_variant,True
c491f51a253f2acae1a0,B1,accrual_distress,2026-08-03T05-56-18_baseline_accrual_distress,7,1,WithinIndustryAccrualRankUnderExcessLeverage,flag,2,"This is essentially an estimator re-scaling of the archive's best signal (AccrualsWithLeverageAboveIndustryNorm, α −4.7%, t −3.48) with the accrual leg replaced by a within-industry percentile, and converting accruals to a bounded rank discards precisely the tail magnitude where accrual reversals are concentrated, so the ""robustness"" argument is a cosmetic rather than economic motivation.",novelty_redundancy,functional_form,archive_duplicate_or_cosmetic_variant,True,5,essentially an estimator re-scaling of the archive's best signal,novelty_redundancy,novelty_redundancy,archive_duplicate_or_cosmetic_variant,archive_duplicate_or_cosmetic_variant,False
cf43db07745fe4050b7e,B1,accrual_distress,2026-08-03T05-56-18_baseline_accrual_distress,7,2,AccrualsWithCumulativeDeficitVsPeers,flag,2,"The equity-cushion channel was already tested in own-norm form (AccrualsAsRetainedEarningsErode, α −4.3%, t −2.97) and the family now contains roughly ten interchangeable accruals×RANK(IND_ADJ(distress proxy)) variants all landing near α −3% with weak FMB support, so this predictable peer-relative rerun cannot resolve the family's central slope-versus-alpha disagreement.",archive_feedback,novelty_redundancy,archive_duplicate_or_cosmetic_variant,True,5,cannot resolve the family's central slope-versus-alpha disagreement,archive_feedback,archive_feedback,archive_duplicate_or_cosmetic_variant,archive_duplicate_or_cosmetic_variant,False
6acb9ed9f22f93987c60,B1,accrual_distress,2026-08-03T05-56-18_baseline_accrual_distress,7,3,AccrualsUnderUnstableCapitalStructure,accept,4,"Leverage *volatility* is a genuinely distinct second-moment conditioner rather than another level, trend or peer-gap rescaling, the expression is internally consistent with the stated sign, and a positive result would meaningfully reinterpret the family as being about financing unreliability — though the conditioner will load on small, restructuring and high-turnover firms and should be checked against a leverage-level control.",identification_attribution,,substantive_new_condition_or_combination,True,4,should be checked against a leverage-level control,identification_attribution,identification_attribution,substantive_new_condition_or_combination,substantive_new_condition_or_combination,False
a18eaf3f8396ca822f38,B1,accrual_distress,2026-08-03T05-56-18_baseline_accrual_distress,7,4,ReceivableAccrualsWhenCashCannotCoverCurrentDebts,accept,3,"This is a legitimate one-leg ablation of ReceivableAccrualsInFragileFirms with correct recch sign convention and a clear attribution question, but it will be very highly correlated with the parent signal, so its informational value is diagnostic rather than exploratory and it should not be scored as a new mechanism.",novelty_redundancy,,limited_incremental_extension,True,5,a legitimate one-leg ablation of ReceivableAccrualsInFragileFirms,novelty_redundancy,novelty_redundancy,limited_incremental_extension,limited_incremental_extension,False
